Processed Text,Original Scores,Class
performance amiable commit comedy often hit bullseye,0.0,0
time hype quieter movie slightly less successful first still rollick good time part,0.3833333333333333,1
plenty enjoy small part thank lau,0.07500000000000001,1
romantic comedy plotline straight age cinderella story nt single surprise sleeve,0.042857142857142864,1
somehow manage get spell,0.0,0
though argue rank well herzog work invincible show back form astoundingly rich film,-0.1416666666666667,-1
catch feel capable charming masse star power popinduce score sentimental moment become spielberg trademark,0.21666666666666665,1
mean great movie refreshingly forthright one,0.32916666666666666,1
cast raymond j barry assassin greatly enhance quality neil burger impressive fake documentary,0.325,1
despite besson highprofile name wasabi big selling point doubt krawczyk deserve huge amount credit film thoroughly win tone,0.4000000000000001,1
documentary dazzle remarkably unpretentious reminder lrb evans rrb lose get back,0.25,1
thoughtful movie movie concern soul risk scheme consequence one action,0.25,1
satisfyingly odd intriguing tale century half ago delightfully dour deadpan tone stylistic consistency,0.08333333333333334,1
methodical measure gently tedious comedy secret ballot purposefully reductive movie may successful lodge brain,-0.05000000000000001,-1
witty trenchant wildly unsentimental flawed look in out modern moviemaking,0.075,1
distance picture provide satisfyingly unsettling ride dark place national psyche,-0.325,-1
standard knucklehead swill hot chick pretty damn funny,0.13,1
one gloriously unsubtle adrenalize extreme shocker since evil dead,-0.44166666666666665,-1
lrb reach rrb wholly believable heartwrenching depth despair,0.5,1
absorb unsettling psychological drama,-0.25,-1
movie may high production value ever see work artist one whose view america history awkwardness human life generous deep,0.05333333333333334,1
though well shoot composed edited score insistent dialogue frequently overwrought crudely literal film shatter wave,-0.3,-1
entire cast extraordinarily good,0.35,1
yakusho always wonderful longfaced sad sack chemistry shimizu believable,0.3333333333333333,1
young hank fisk vaguely resemble celebrity parent bring fresh good look ease front camera work,0.14999999999999997,1
captivatingly quirky hybrid character portrait romantic comedy beattheclock thriller,0.0,0
film sparkle wisdom humor subject,-0.16666666666666666,-1
lrb jaglom rrb late effort director sparkle repartee still worth hear,0.0,0
like english patient unbearable lightness hour one reputedly unfilmable novel buck odd emerge exquisite motion picture right,0.27976190476190477,1
good straightup oldschool horror film last year,0.35,1
chilling tale one great crime th century france murder two rich woman servant,0.225,1
oddity sure one might wind remember degree affection rather revulsion,0.5,1
film entirely successful still manage stre together enough charming moment work,0.48333333333333334,1
win piece work fill love movie,0.65,2
et work flabbergast principal yearold robert macnaughton yearold draw barrymore yearold henry thomas convince we existence wise wizene visitor faraway planet,0.7,2
help remind first world hivaid far yesterday news,0.175,1
hearten tale small victory endure hope,-0.25,-1
vista sweep act far painful,-0.3,-1
jackson co bring back value respect term epic cinema,0.05,1
may somewhat backhand compliment say film make view feel like movie various victimize audience member also happen movie admirable quality,0.0,0
charlotte sometimes brilliant movie,0.9,2
irrational unexplainable life seem real attempt filter complexity,0.2,1
delightful stimulus optic nerve much forgivable plot feel like every tale totalitarian tomorrow,0.6,2
defy logic law physics almost anyone willingness believe,0.0,0
darn nt also keep we rivet seat,0.0,0
complex psychological drama father return son home decade away,-0.15,-1
writer director otar iosseliani pleasant tale factory worker escape holiday venice reveal need playful respite grind refresh soul,0.7333333333333333,2
retread dead poet society,-0.2,-1
sweet memorable film,0.425,1
smart arch rather coldbloode comedy,0.21428571428571427,1
keenly observe refreshingly natural swimming get detail right promenade barely clothe body myrtle beach sc adrenaline jolt sudden lunch rush diner,0.10892857142857142,1
begin high note sustain beautifully,0.505,2
davis get vivid performance cast pull deft ally mcbealstyle fantasy sequence,0.3625,1
well go know full well go happen willing let earnestness execution skill cast take familiar road twist,0.325,1
cynic need apply,0.0,0
funny somber absurd finally achingly sad bartleby fine understate piece filmmake,-0.06666666666666667,-1
red dragon entertain,0.0,0
obvious copy one good film ever make could,0.35,1
entertain inferior level,0.0,0
popcorn film mustown even mustsee,0.0,0
succeed bullock grant make share silver screen,0.0,0
flaw delayed martin scorcese gang new york still emerge vital work since goodfella,0.11818181818181818,1
creaturefeature fan know cross toxic chemical bunch exotic creature get lot run around scream death,0.25,1
score film certainly nt disappoint,0.21428571428571427,1
movie trace mr brown athletic exploit impossible awed power grace one great natural sportsman modern time,0.10833333333333336,1
move solidly entertain comedydrama bolster director cowriter juan jos campanella reputation united states,0.0,0
thank confident filmmake pair fascinating performance way destination really special walk wood,0.5190476190476191,2
beautifully shoot delicately score powered set heartfelt performance lyrical endeavour,0.18333333333333335,1
macabre stylize swedish fillm modern city religious civic virtue hold society place tatter,0.1,1
stylistic romp always fun watch,0.3,1
informative intriguing observant often touch give human face often discuss purely abstract term,0.17142857142857146,1
true impact day unfold power movie undeniable,0.35,1
honest sensitive story vietnamese point view,0.35,1
buoyant romantic comedy friendship love truth together,0.25,1
film intimate camera work searing performance pull we deep girl confusion pain struggle tragically comprehend chasm knowledge open,0.06666666666666667,1
perfect star vehicle grant allow finally move away usual bumble tonguetied screen persona,0.25,1
gaunt silverhaire leonine lrb harris rrb bring tragic dimension savage fullbodie wit cunne age sandeman,-0.75,-2
disturbing examination appear definition bad police shoot,-0.5999999999999999,-2
make innocent yet fervid conviction hollywood lose,0.5,1
reminder use make movie also sometimes still make,0.0,0
threehour cinema master class,0.0,0
eyre way become american indian spike lee,0.0,0
witty whimsical feature debut,0.0,0
warm loving yet unforgivingly inconsistent depiction everyday people relax perfect quiet pace proud message,0.4666666666666666,1
love film,0.5,1
provide grim upsetting glimpse live million palestinians live crowded city refugee camp gaza,-0.24242424242424243,-1
clint eastwood blood work lot like wellmade pb j sandwich familiar fairly uneventful boasting real surprise still quite tasty inviting,0.425,1
movie surely profane politically charge music ear cho fan,0.25,1
much slick sprightly cgi feature sufficiently funny amuse even resolutely unreligious parent escort little one megaplex screening,0.053125000000000006,1
rarely movie movie,0.3,1
go,0.0,0
jacquot strategy allow cast benefit able give full performance demonstrate vividly beauty power opera reside primarily music,0.34375,1
quitting deliver suckerpunch impact great beause director zhang last film cuddly shower nonthreatene multicharacter piece center around public bath house,0.17500000000000002,1
avert eye solondz force we consider unthinkable unacceptable unmentionable,-0.05,-1
one hour photo may seem disappointing generality little nuance perhaps escape director mark romanek selfconscious scrutiny happen finally get skin,-0.2625,-1
general audience might come away great knowledge fact cuban music treat impressive highly entertaining celebration sound,0.55,2
fascinating documentary provide rounded reveal overview ancient holistic healing system,0.35,1
birthday girl luck chaplin kidman capable ante movie star charisma need sell we twisted love story also negotiate movie darker turn,0.06666666666666667,1
interesting look behind scene chicagobase rock group wilco,0.04999999999999999,1
sharp edge deep vein sadness run otherwise comic narrative,0.041666666666666664,1
lot cool stuff pack espn ultimate x,0.175,1
rock solid family fun gate extremely imaginative wane middle,0.22499999999999998,1
yaya many secret one book well,0.04999999999999999,1
translate complex character novel big screen impossible task true essence yaya,-0.15416666666666665,-1
touch generally light enough performance part credible,0.26666666666666666,1
like schmidt lot feeling would like much harry tonto never exist,0.2,1
steer unexpectedly adamant streak warmbloode empathy disparate manhattan denizens especially hole,0.05,1
storytelle value deny,0.0,0
even solondz thirst controversy sketchy character immature provocation fully succeed cheapen,0.0,0
downward spiral come pass auto focus bear typical junkie opera,-0.16666666666666666,-1
know sense humor lot warmth ignite son bride,0.0,0
rich tale time well tell appropriate minimum mean,0.1875,1
character complex quirky entirely believable remarkable ensemble cast bring life,0.2375,1
fairness must report child vary age audience never cough fidget romped aisle bathroom break,0.0,0
gory scene torture selfmutilation may pit shimmer cinematography lend set ethereal beauty asian landscape painting,-0.25,-1
efficient suitably anonymous chiller,0.55,2
gorgeous scene masterful performance sickly sweet gender normative narrative leave acrid test gourmet mouth,0.6833333333333332,2
hot topic plot relegate background welcome step forward sally jesse raphael atmosphere film like philadelphia american beauty,0.35000000000000003,1
usually bad sign director abandon script go moment take olympia wash base filmmakers anne de marcken marilyn freeman make project interesting,-0.3333333333333333,-1
memorable experience like many work present weighty issue colorfully wrap idiosyncratic strain kitschy goodwill,0.325,1
execute gentle insistent sincerity good humor appreciation daily grind hardhearte scrooge could fail respond,0.09999999999999998,1
gentle comic treatment adolescent sturm und drang please fan chris fuhrman posthumously publish cult novel,0.225,1
director claude chabrol become master innuendo,0.0,0
see think see,0.0,0
deftly entertaining film smartly play smartly direct,0.2714285714285714,1
documentary make stone weep shameful scary,-0.25,-1
hope movie widely see debate appropriate ferocity thoughtfulness,0.2,1
thoughtprovoke look western foreign policy however well intentione wreak havoc culture,-0.0625,-1
ask truth discern nonfirsthand experience specifically question cinema capability recording truth,0.0,0
journey secret eventual discovery separate adventure thrill enough,-0.2,-1
quiet disquiet triumph,0.0,0
darkly funny frequently insightful,0.175,1
tale passionate tumultuous affair musset unfold sand masculine persona love life beauty take form,0.18333333333333335,1
want see train wreck ca nt look away look,0.0,0
much look metropolis hate tear eye away image long enough read subtitle,-0.16250000000000003,-1
search redemption make touch love story mainly blanchett ribisi compellingly tap spiritual aspect character suffer,0.24166666666666664,1
film idea wry comic mayhem,0.25,1
bad screenplay callow good young artist thoughtful consideration fatherhood,0.12500000000000003,1
worthwhile documentary whether rap even may still leave want answer credit roll,0.25,1
fessenden narrative much ownership redefinition myth domestic unit find way joy,0.3333333333333333,1
film open maggot crawl dead dog place metaphor,-0.1,-1
stanley kwan direct one good gay love story ever make one good love story stripe,0.4861111111111111,1
concert footage stir recording session intriguing way striking blow artistic integrity quality band may pick new admirer,0.3174242424242424,1
norton hold film together,0.0,0
lrb rrb quite bit heart would expect director little mermaid aladdin,-0.1875,-1
wo nt trouble get kid eat veggie,-0.2,-1
creaky staircase gothic,0.0,0
enjoyably dumb sweet intermittently hilarious taste quirky steal glimpse,0.11875,1
movie send theater feeling like actually spend time live another community,0.06818181818181818,1
lightyear ahead paintbynumber american blockbuster like pearl harbor least artistically,-0.15,-1
fascinating documentary long eventful spiritual journey guru help launch new age,0.15727272727272726,1
isabelle huppert excels enigmatic mika anna mouglali stunning new young talent one chabrol intense psychological mystery,0.17272727272727273,1
perhaps since nelson eddy croon indian love call jeanette macdonald movie unabashedly canadian afraid risk american scorn disinter,-0.033333333333333326,-1
wedding feel bit anachronistic,0.0,0
still every lowbudget movie must quirky bleak happy end cinematic sin,-0.04999999999999999,-1
still comic book maguire make comic book soul,0.25,1
bring spectacular completion one complex generous subversive artwork last decade,0.09999999999999999,1
amuse unexpectedly insightful examination sexual jealousy resentment fine line passion pretence,0.33888888888888885,1
fascinating bombshell documentary shame americans regardless whether ultimate blame finally lie kissinger,0.175,1
require view civic class wouldbe public servant alike,0.0,0
adaptation success engage audience travail create screenplay extraordinary,0.31666666666666665,1
polish vastly entertaining caper film put ste back con,0.25,1
surprise director washington demand receive excellent performance newcomer derek luke,1.0,2
moment broken character study rich emotional texture journey nt really go anywhere,0.04375,1
film get close chimp way goodall serious minded patience respect affection,-0.3333333333333333,-1
oftencute film either need substance fill time judicious editing,0.0,0
may burn strong film since brother mcmullen,0.4333333333333333,1
make film special serry ability take essentially contain family conflict put much large historical context,0.14285714285714285,1
quaid anchor film effortless performance trademark grin perfect ballplayer,1.0,2
ok movie something sitcom apparatus line work humor point actor humanly engage,0.25,1
though everyone guy somber trip worth take,0.3,1
sly female empowerment movie although way anyone would expect,0.0,0
really salute writerdirector haneke lrb adapt elfriede jelinek novel rrb make film nt nearly graphic much powerful brutally shocking difficult watch,-0.2,-1
wonderful sober heartfelt drama,0.3666666666666667,1
run pure adrenalin pacino performance,0.21428571428571427,1
paradiso rustedout ruin ultimate collapse film final lrb restore rrb third emotionally belittle cinema classic,0.03333333333333333,1
sometimes shorter well,0.0,0
phillip noyce actors well cinematographer christopher doyle understand delicate forcefulness greene prose screen version quiet american,-0.09999999999999999,-1
film might turn many people opera general art form visceral spiritual wonderfully vulgar sublimely lofty emotionally grand life,0.07000000000000002,1
vehicle savour binoche skill film well worthwhile,0.5,1
huskie beautiful border collie funny overall feel genial decent,0.3166666666666667,1
whatever complaint might take lrb rrb earnest error hardwon reward bombastic selfglorification feelgood fiasco like antwone fisher emperor club time,-0.3,-1
master formidable arithmetic camera soul group articulate flood emotion,0.0,0
pretty decent kidpleasing tolerabletoadult lark movie,0.20833333333333331,1
even climactic hourlong cricket match boredom never take hold,0.0,0
combine paranoid claustrophobia submarine movie unsettling spookiness supernatural nt hollywood think soon,-0.16666666666666669,-1
like kubrick soderbergh nt afraid try genre way,-0.6,-2
nothing detract affection moral favorite friend friend thick thin,-0.05000000000000002,-1
film problem shortness disappoint want story go,0.0,0
unlike anime whose ardent fan outside japan seem introverted young man fantasy fetish metropolis never seem hopelessly juvenile,-0.049999999999999996,-1
plot twist give try break heart attraction desperately need,-0.6,-2
brilliant brutal uk crime film since jack carter go back newcastle first half gangster drip style time blood,0.021666666666666674,1
like new england character wander thick cloud denial movie eventually get around real emotional business strike deep chord sadness,-0.04090909090909092,-1
bai brother take small slice history open we understand tell nice little story process,0.040624999999999994,1
flamboyant movie artfully restrain other yearold jack nicholson could look th oscar nomination prove ever choose role precision insurance actuary,-0.125,-1
deep direct connection woman one span time reveal mean,-0.07083333333333333,-1
bet make rather convolute journey worth take,0.3,1
amazing supersize dosage goofball stunt jackass fan could want,0.050000000000000044,1
real woman may many agenda also win big way,0.375,1
young everlyn sampi courageous molly craig simply radiate starpower potential remarkable memorable film,0.27,1
surprisingly powerful universal,0.15,1
apart considerable achievement metropolis confirm tezuka status primary visual influence anim tradition define philosophical conscience,0.125,1
put way mood melodrama narrate talk fish movie,-0.3,-1
morvern callar confirm lynne ramsay important original talent international cinema,0.25833333333333336,1
welldone supernatural thriller keen insight parapsychological phenomenon soulful nuance grieve process,0.16666666666666666,1
plethora engage diatribe mean home deliver grand passion member various household,0.0625,1
technically sumptuous also almost wildly alive,0.05,1
film put wang forefront china sixth generation film maker,0.0,0
refresh see movie embrace oldfashione theme process come look like something wholly original,0.375,1
wiseman patient uncompromising let camera observe record live woman tear apart legacy abuse,0.13636363636363635,1
none happilyever spangle monsoon wedding late marriage part make dover kosashvili outstanding feature debut potent,0.2333333333333333,1
ingenious often harrowing look damage people family offer either despair consolation,0.5,1
arguably good script besson write year,0.7,2
lie big fat liar real charmer,0.1,1
invigorate surreal resonant rainbow emotion,0.25,1
director alfonso cuaron get vivid convincing performance fine cast generally keep thing go rapid pace occasionally use omniscient voiceover narrator manner french new wave film,0.17543290043290044,1
pray really do subject justice,-0.16666666666666666,-1
unexpectedly sweet story sisterhood,0.35,1
maintain sympathy otherwise challenge soul let share oneroom world,0.0,0
subtle humorous illuminate study politic power social mobility,0.06666666666666667,1
even interest ganginfeste eastv,0.0,0
west coast rap war modern mob music drama never fail fascinate,0.225,1
nair attention detail create impeccable sense place thurman lewis give easily consider careerbest performance,0.5916666666666667,2
berry saucy fullbodie performance give age series much need kick make die another day one entertaining bond year,0.35,1
red dragon less baroque showy hannibal less emotionally affect silence,-0.08333333333333333,-1
like silence movie get skin,0.0,0
caviezel embodie transformation character completely,0.1,1
creepy intermittently powerful study selfdestructive man unsettling watch exploratory medical procedure autopsy,-0.175,-1
pacino williams seem keep up ante character film,0.0,0
result good performance either year,0.7,2
cast topnotch predict plenty female audience member drool michael idemoto michael,0.0,0
bart berle superb huppert magnificent,1.0,2
actor good pauline paulette van der groen describe belgium national treasure especially terrific pauline,0.35,1
miyazaki create vibrant colorful world almost impossible sweep away sheer beauty image,-0.04999999999999999,-1
muccino seem explore idea human being long nt get we trouble,-0.08333333333333333,-1
even character act horribly always sympathetic,-0.25,-1
whether buy mr broomfield findings film acquire undeniable entertainment value slight pale mr broomfield continue force people situation would make less man run cover,-0.1811111111111111,-1
ozpetek join rank gay filmmaker use emigre experience explore samesex culture way elude nationally settle,-0.19166666666666668,-1
eerily suspenseful deeply absorb piece work treatise spirituality well solid scifi thriller,0.0,0
never see hear anything quite like film recommend originality alone,0.0,0
nicole kidman make party worth attend,0.3,1
direction fluid nononsense authority performance harris phifer cam ron seal deal,0.0,0
komediant tale worth catch,0.3,1
write clever cast appeal,0.16666666666666666,1
simplicity way home equal side aesop,0.0,0
life rez picnic picture show,0.0,0
spielberg manage marry science fiction film noir action flick philosophical inquiry,0.05,1
type film grow nt see often enough day realistic urgent sugarcoated least,-0.044444444444444446,-1
taut sober film,0.1,1
exude fizz busby berkeley musical visceral excitement sport extravaganza,0.0,0
full cheesy dialogue great trashy fun finally return de palma pulpy thriller early,0.17500000000000002,1
result memorable least interesting,0.2333333333333333,1
quietly move look back iranianamerican,0.0,0
like veteran head cutter barbershop tune community,0.0,0
sure mainstream audience baffle least minimal appreciation woolf clarissa dalloway hour represent two well spend,0.03333333333333333,1
live mood rather savour story,0.13636363636363635,1
angela gheorghiu famous prima donna floria tosca roberto alagna lover mario cavaradossi ruggero villainous lecherous police chief scarpia sing beautifully act adequately,0.5611111111111111,2
time film reach exceed grasp production work often nt,0.0,0
scorsese bold image generally smart casting ensure gang never lethargic movie hinder central plot pepper false start populated character nearly impossible care,-0.10380952380952384,-1
watch gentle mesmerizing portrait man come term time barely realize mind blow,0.18333333333333335,1
beautifully choreographed kitchen ballet simple absorb,0.425,1
underlie old world sexism monday morning undercut charm,0.1,1
good disney movie since lion king,0.7,2
transcend agenda deliver aweinspire time sublime visual offer fascinating glimpse subculture extreme athlete whose derringdo put x game,0.04374999999999998,1
think gidget muscle lot smart endear easy watch,0.3238095238095238,1
solace entertainment value merely fierce lesson filmmake take we,-0.5,-1
giggle absurdity inconsistencie part fun,0.3,1
talented cast alone keep watch fight scene,0.7,2
arteta paint picture life live state quiet desperation,0.06818181818181818,1
drug abuse infidelity death nt usually comedy fare turpin film allow we chuckle angst,-0.25,-1
insomnia many way conventional even predictable remake nolan penetrate undercurrent cerebral cinemantic flair lend lrb rrb stimulate depth,0.05238095238095238,1
efteriade give neighborhood scenery vibe cinematic equivalent big tender hug,0.0,0
nicely handle affair film human darkness etch light lrb yet unsentimental rrb touch,0.3333333333333333,1
amazing,0.6000000000000001,2
college story work even without vulgarity sex scene cuss,0.0,0
amazing film work convince movie end swear wet place feel sand creep other,0.12500000000000003,1
raunchy frequently hilarious followup gifted korean american standup one want,0.125,1
ever want astronaut ultimate movie experience informative breathtakingly spectacular,0.3,1
parker cowriter catherine di napoli faithful melville plotline fully engage support cast make old boy character quickwitte english light major would think possible,0.1125,1
smart sassy exceptionally charming romantic comedy,0.30476190476190473,1
flaw also stretch impact moment awe wrap character make choice,0.0,0
gift anyone love dance cinema,0.5,1
seem grant nt need floppy hair selfdeprecate stammer,0.0,0
reminder beyond hype recent digital glitz spielberg know tell we people,0.0,0
one fine humane important holocaust movie ever make,0.4083333333333333,1
engross infectiously enthusiastic documentary,0.3,1
beautiful timeless universal tale heat passion jealousy betrayal forgiveness murder,0.425,1
cultureclash comedy addition funny capture discomfort embarrassment bumble american europe,0.125,1
shatter devastating documentary two maladjuste teen downward narcotize spiral,-0.3333333333333333,-1
extraordinary debut josh koury,0.3333333333333333,1
compelling performance year add substantial depth shocking testament antisemitism neofascism,-0.35,-1
intrigue politic film every bit fascinating flawed,0.09999999999999998,1
right brilliant piece filmmake funny lrb sometimes hilarious rrb comedy deft sense humor playful spirit game cast,0.35595238095238096,1
douglas mcgrath nicholas nickleby dicken do cinematically,0.0,0
lovely eerie film cast odd rapt spell,-0.05555555555555555,-1
quirky recessive charm costar martin donovan marylouise parker help overcome problematic script,0.0,0
good see michael caine whip dirty word punch people stomach,0.04999999999999999,1
know something terrible go happen,-1.0,-2
entirely unprepared,0.0,0
fun wispy wise surprisingly inoffensive film teen love stepmom,0.44000000000000006,1
able provide insight fascinating part theater history,0.6,2
unflinche complex portrait modern israel rarely see onscreen,0.06666666666666667,1
jewish ww ii doc nt try simply outshock outoutrage outdepress potential audience,0.0,0
know,0.0,0
familiar story one present great sympathy intelligence,0.39166666666666666,1
gently humorous touching,0.5,1
wo nt hold long haul moment finch tale provide forgettable pleasure saturday matinee,-0.275,-1
kinnear performance careerdefine revelation,0.0,0
film predictable reassure manner beautifully sing holiday carol,0.32499999999999996,1
hit every cliche come expect include assumption crazy people innocent childlike inherently funny,0.05000000000000001,1
strong subject matter continue shock throughout film,0.1333333333333333,1
everyone play dark challenging tune teach piano teacher,0.175,1
certain sexiness underline even dull tangent,-0.038690476190476206,-1
may captivate mood subtly transform star still wonder paul thomas anderson ever inclination make sincere artful movie adam sandler probably ever appear,0.08333333333333334,1
substitute onscreen chemistry friel pull string make williams sink melancholia reaction williams visceral gut punch,0.0,0
old adage woman unknowable get exhilarate new interpretation morvern callar,0.11818181818181818,1
mix gritty realism crisp storytelle radiant compassion effortlessly draw,0.125,1
watch love player bring fore gift nononsense human being stillinestimable contribution make share history,0.25,1
we debut mr schnitzler prove deft pace master stylist,0.6,2
ultimate x ride basically kind greatesthit reel might come subscription espn magazine,0.3,1
rich shadowy metaphor sharp samurai sword jiang wen devil doorstep wartime farce alternately comic gutwrenching style joseph heller kurt vonnegut,0.024999999999999994,1
offer cleareye chronicle female friendship complex honest anything represent hollywood film,0.09999999999999999,1
win comedy wry observation longlive friendship way lose track try please other,0.3375,1
cast full caffeinate comedy performance make logical loophole fly fast time think anyway,0.39999999999999997,1
lohman adapt change require actress director peter kosminsky never get audience break wall character erect,0.0,0
although include fair share dumb drug joke predictable slapstick orange county far funnier would seem right,0.10214285714285713,1
movie audience hour nt connect neat way introduce character illuminate mystery sex duty love,0.5,1
bright inventive thoroughly win flight revisionist fancy,0.6666666666666666,2
ozpetek effort scope shape especially wellexecute television movie,0.0,0
affirm gift involve start spielberg go right rank player oncamera bring together,-0.2571428571428572,-1
delightful little film revel simplicity mostly martha leave smile face grumble stomach,0.403125,1
make one thing abundantly clear,0.10000000000000002,1
american musical comedy know would nt exist without precedent yiddish theater whose jolly funforfun sake communal spirit go essence broadway,0.0,0
deepa mehta provide accessible introduction well intelligent observation success bollywood western world,0.36875,1
anything film something public service shed light group extremely talente musician might otherwise go unnoticed underappreciated music fan,0.018750000000000003,1
addition gluing edge seat change lane also film freshness imagination insight,0.0,0
pan nalin exposition beautiful mysterious interview follow practitioner ancient indian practice subtle enigmatic,0.15416666666666665,1
mood look tone film fit incredible storyline,0.65,2
crafty energetic smart kid sort like fourteenyear old ferris bueller,0.3035714285714286,1
work extraordinary journalism also work deft subtle poetry,0.20000000000000004,1
funny human really pretty damn wonderful,0.375,1
minute zing along vibrance warmth,0.0,0
strangely stir experience find warmth cold environment make crumb emotional comfort feel like course banquet,-0.21666666666666667,-1
sometimes blood seem tired protagonist still pulse never disappear entirely picture crosse finish line wind still game,-0.26666666666666666,-1
strippeddown dramatic construct austere imagery abstract character equal part poetry politic obvious time evocative heartfelt,-0.10833333333333332,-1
dogtown zboy expose root skateboard boom would become punk kid revolution,0.0,0
plenty warmth go around music laughter love family,0.5,1
keep wide awake tense,-0.21666666666666667,-1
could use little humanity never lack eyepoppe visual,-0.09375,-1
lrb danny huston give rrb astounding performance deftly gradually reveal real human soul bury beneath spellbind serpent smirk,0.39999999999999997,1
three film form remarkably cohesive whole visually thematically consistently sensitive often exciting treatment ignore people,0.27,1
funny wellcontructe black comedy old adage careful wish give full workout,0.08666666666666667,1
reaffirm life look face death,0.0,0
film reasonably entertaining though begin drag twothird melodramatic aspect start overtake comedy,0.2,1
fascinating real anything see jerry springer,0.44999999999999996,1
different movie sometimes tedious director many viewer would like skip film buff get know,0.0,0
williams play sy another openfaced smile madman like killer insomnia,0.3,1
well nt slight difficulty accept role,-0.16666666666666666,-1
twist open ouzo,0.0,0
time let hair greek style,0.0,0
vibrant whirlwind love family go big fat greek wedding nonstop funny feast warmth colour cringe,0.18333333333333332,1
thoughtprovoke stylish also somewhat hermetic,0.5,1
broomfield energize volletta wallace maternal fury fearlessness film crackle,0.0,0
definite weakness like rather unbelievable love interest meandering end caper film rivet brisk delight,0.08333333333333333,1
funny sick twisted sort way,-0.32142857142857145,-1
cinema around capture chaos france one imago result would look like something like,0.0,0
talk head documentary great one,0.4,1
fast runner transport viewer unusual space,0.2,1
ultimately engage less story actorly existential despair boundaryhoppe formal innovation glimpse another kind chinese cultural revolution,0.10666666666666666,1
solid wellformed satire,0.0,0
part mr dong continue exploration homosexuality america family fundamental earnest study despair,0.0,0
consumer lo mein general tso chicken barely give thought folk prepare deliver hopefully film attach human face little steam carton,-0.1375,-1
hatosy portray young brendan usual intelligence subtlety mention convincing brogue,0.11666666666666665,1
filmmaker eye detail high standard performance convey strong sense girl environment,0.19777777777777775,1
uneven selfconscious often hilarious spoof,0.06666666666666667,1
even big ambitious first installment spy kid look make highly gifted yearold instead grow man,0.25,1
thank chteau balance whimsicality narrative discipline serious improvisation almost every relationship personality film yield surprise,-0.3333333333333333,-1
alan fellow survivor idiosyncratic enough lift movie playwrite premise,0.0,0
fresh raw like blownout vein narc take walkingdead copflick subgenre beat new life,0.06853146853146852,1
premise jason x silly strangely believable,0.0,0
wise powerful tale race culture forcefully tell superb performance throughout,0.6666666666666666,2
awfully good achingly human picture,0.35,1
cast come even movie nt,0.0,0
laugh either obviousness stupidity maybe even inventiveness point laugh,0.0,0
definitely worth minute time,0.3,1
film jolt laugh audience cattle prod,0.3,1
sexy surprising romance idemoto kim make gorgeous pair scene brim sexual possibility emotional danger,0.48,1
toe fine line cheese earnestness remarkably well everything deliver conviction hard carry away,0.2916666666666667,1
whereas oliver stone conspiracy thriller jfk long intricate starstudde visually flashy interview assassin draw considerable power simplicity,-0.15000000000000002,-1
funny sexy devastating incurably romantic,-0.0625,-1
triple x double agent one bad dude,-0.3499999999999999,-1
get wildly popular vin diesel equation add big box office buck guarantee,0.3,1
wellwritten wellacte,0.0,0
powerful telling story examine forbidden love racial tension issue valid today,0.4,1
emerge daze confuse whether see pornography documentary,0.0,0
ai nt art long shoot unlike last year lame musketeer duma adaptation entertain,-0.18333333333333335,-1
likeable thank cast cuisine quirky tune,0.0,0
chill objective portrait dreary lose twentyfirst century america,0.0,0
highly recommend engrossing story horrify historical event element contribute,0.25333333333333335,1
enough cool fun warm heart animation enthusiast age,0.3125,1
manage squeeze angelina jolie surprising flair selfdeprecate comedy,0.7,2
secretary manage neat trick bundle flower perversity comedy romance strangely tempting bouquet movie,-0.05,-1
judith zaza extended bedroom sequence intimate sensual funny psychologically selfrevealing make pass sex movie look like cheap hysteric,0.21250000000000002,1
photograph melancholy richness eloquently perform yet also decidedly uncinematic,0.0,0
know look female friendship spike raw urban humor,-0.07692307692307693,-1
settle world war ii memory find strangely move even corniest hackneyed contrivance,-0.05,-1
overall effect awe affection strange urge get board uh shred dude,-0.025,-1
rare family movie genuine sweet without rely animation dumb humor,0.16874999999999996,1
trinity assembly approach endeavor shocking lack irony george ratliff documentary hell house reflect earnestness make terrifying film,-0.6666666666666666,-2
confession may straightforward bio offer much way barris motivation film oddly fascinating depiction architect pop culture,0.425,1
special kind movie melancholic film noir remind lot memento,0.47857142857142854,1
simple poignant leaven humor film affirm nourishing aspect love companionship,0.16666666666666666,1
together miller kura actress make personal velocity intricate intimate intelligent journey,0.3333333333333333,1
wonder mostly martha performance gedeck make martha enormously endear,0.25,1
notorious cho cho prove stuff stand tall pryor carlin murphy,0.0,0
less frontloaded shapely twohour version release,-0.16666666666666666,-1
watch war photographer come believe nachtwey hate war show empathize victim reveal,-0.4375,-1
lrb rrb real pleasure laidback way,0.2,1
may choose interpret film end hopeful optimistic think payne something dark,-0.15,-1
though run minute safe conduct anything languorous,0.5,1
pack bursting incident score character fictional history,0.0,0
much well documentary reveal emotional surprising pedestrian english title would believe,0.18,1
notwithstanding problem movie final half hour go recommend secretary base wonderful act clinic put spader gyllenhaal also unique way shainberg go tell heart sweet little girl,0.08154761904761905,1
wellcrafte film remarkable achieve emotional power moment revelation restraint delicate ambiguity,0.15,1
film uncanny ability right precisely think danger go wrong,0.06190476190476191,1
big fat greek wedding rare animal know perfect family film family,0.325,1
would make excellent companion piece similarly theme french lieutenant woman,0.3333333333333333,1
